latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,no_of_days_since_lastreview
1.27832,103.83774,2,87,90,9,0.18,5,364,626
1.27876,103.82701,2,75,1,6,0.12,3,0,1122
1.28084,103.82894,2,51,1,1,0.02,3,0,1340
1.29407,103.8284,2,200,1,0,0.0,1,364,1887
1.30649,103.84785,1,137,3,4,0.08,203,243,474
1.28273,103.83349,1,139,1,13,0.26,26,220,37
1.28446,103.83441,1,153,1,6,0.12,26,208,116
1.29374,103.82439,2,65,1,0,0.0,1,0,1887
1.27383,103.84634,1,189,15,1,0.02,3,180,1472
1.31427,103.90594,2,69,5,0,0.0,8,85,1887
1.31569,103.88784,1,100,1,21,0.44,67,84,16
1.31306,103.89173,2,69,1,1,0.02,3,0,1500
1.28539,103.83356,1,139,1,34,0.68,26,303,26
1.31286,103.88659,2,50,90,23,0.49,2,36,921
1.31898,103.84614,1,219,30,142,2.88,2,283,22
1.32281,103.85133,1,131,180,5,0.1,1,365,1332
1.32214,103.84917,1,200,5,46,0.95,1,335,6
1.31481,103.88701,1,87,1,59,1.18,67,70,14
1.30934,103.86337,2,69,5,0,0.0,1,0,1887
1.30661,103.88659,1,190,3,0,0.0,1,0,1887
1.28425,103.84296,2,37,90,2,0.13,83,354,113
1.31489,103.88798,1,181,5,46,0.92,84,36,42
1.29484,103.83859,1,128,1,46,1.07,48,343,32
1.30155,103.79117,1,171,2,89,2.2,1,101,7
1.27377,103.84523,2,200,90,96,2.15,10,347,195
1.31498,103.88587,2,44,1,0,0.0,1,0,1887
1.31339,103.88609,1,89,4,27,0.55,67,77,15
1.274,103.84603,2,160,90,11,0.28,10,364,270
1.31099,103.85652,1,150,1,0,0.0,1,0,1887
1.27843,103.84614,2,169,90,37,0.81,10,354,233
1.2745,103.84656,2,150,90,30,0.7,10,0,235
1.27829,103.84485,2,169,90,32,0.7,10,365,221
1.29795,103.83012,2,75,10,13,0.26,1,325,21
1.3055,103.84008,1,129,3,65,1.55,6,132,48
1.31245,103.87858,2,49,1,3,0.06,1,0,1461
1.31443,103.90604,2,60,3,5,0.12,8,361,191
1.31544,103.88674,1,119,7,6,0.13,84,87,47
1.27718,103.82167,2,72,3,291,6.05,1,186,5
1.29611,103.84064,1,119,4,57,1.15,84,58,19
1.32795,103.84354,1,358,7,11,0.24,203,275,30
1.31373,103.88803,1,119,20,12,0.24,84,89,238
1.30298,103.85774,2,90,1,3,0.12,7,233,254
1.30702,103.86212,2,40,18,1,0.03,112,359,1117
1.32761,103.84858,2,219,1,0,0.0,1,365,1887
1.30805,103.89592,2,56,1,207,4.19,8,53,15
1.31381,103.88682,1,85,4,64,1.34,84,65,16
1.31551,103.88613,1,94,6,22,0.46,84,76,791
1.30726,103.86185,2,40,18,3,0.06,83,360,598
1.29325,103.82334,2,85,2,11,0.25,3,230,873
1.29922,103.86215,1,150,2,14,0.29,1,0,819
1.31228,103.8761,2,44,1,26,1.16,7,179,189
1.31083,103.88456,1,194,50,2,0.04,7,365,1408
1.29667,103.83883,1,119,6,40,0.81,84,76,20
1.31743,103.77955,2,85,3,56,1.17,8,270,35
1.31236,103.82572,1,219,3,2,0.04,1,0,1453
1.27866,103.8549,2,344,1,0,0.0,1,0,1887
1.32381,103.85526,1,144,1,0,0.0,1,0,1887
1.31209,103.85757,2,58,90,9,0.19,2,17,15
1.27439,103.84083,2,200,1,28,0.57,1,364,214
1.32741,103.86411,2,51,2,22,0.45,2,0,601
1.29506,103.83996,1,119,6,38,0.78,84,61,27
1.31182,103.90644,2,56,1,202,4.13,4,0,58
1.31186,103.88136,2,69,1,10,0.2,37,362,21
1.31138,103.88157,2,69,1,26,0.53,37,358,36
1.31153,103.88267,2,69,1,15,0.31,37,365,36
1.35941,103.82834,3,26,1,0,0.0,1,0,1887
1.31422,103.90481,2,40,1,285,5.86,4,0,58
1.3155,103.88591,1,90,1,42,0.86,67,76,14
1.31393,103.87216,2,60,180,10,0.21,1,358,624
1.30838,103.86142,2,40,18,3,0.06,112,359,1395
1.29614,103.83967,1,119,5,28,0.58,84,70,21
1.30521,103.84253,1,194,3,10,0.21,1,0,1137
1.31359,103.88794,1,181,5,47,1.01,84,72,15
1.30847,103.90394,1,83,1,0,0.0,1,0,1887
1.32445,103.85397,1,228,3,6,0.12,203,17,352
1.3277,103.84428,1,300,30,7,0.15,67,365,601
1.30678,103.90351,2,75,5,4,0.08,1,363,1399
1.31421,103.88753,1,99,4,21,0.57,67,123,14
1.3009,103.85213,2,90,1,161,3.33,2,345,25
1.31479,103.88627,1,94,1,24,0.67,67,72,30
1.30224,103.84572,1,100,6,17,0.81,84,1,29
1.28344,103.83308,2,81,1,0,0.0,1,0,1887
1.30854,103.86407,2,44,18,2,0.06,83,359,972
1.32419,103.851,1,231,4,6,0.15,114,254,380
1.30852,103.86173,2,40,18,2,0.04,83,359,1205
1.30262,103.84836,2,119,1,0,0.0,1,0,1887
1.30668,103.86207,2,37,18,8,0.18,112,359,558
1.30787,103.86331,2,39,18,3,0.06,112,360,1013
1.28103,103.85279,1,268,2,39,0.8,4,38,284
1.31587,103.78891,1,135,3,38,0.83,8,300,13
1.29628,103.85365,1,169,7,101,2.23,40,360,0
1.31583,103.88886,2,50,3,1,0.04,1,0,750
1.32118,103.80424,2,81,2,48,0.99,1,68,5
1.31579,103.83026,1,240,90,19,0.41,1,250,1132
1.31504,103.80376,1,249,2,6,0.13,1,0,745
1.32343,103.85342,1,300,1,1,0.02,1,0,1445
1.29666,103.83975,1,131,30,33,0.69,1,331,77
1.28227,103.8258,2,81,6,0,0.0,1,0,1887
1.30207,103.79821,2,58,183,2,0.06,1,89,668
1.30574,103.80105,2,58,1,3,0.07,1,331,390
1.3404,103.82685,2,89,3,28,0.63,2,350,20
1.31249,103.88328,1,140,30,8,0.17,13,0,1289
1.31447,103.88143,1,160,30,2,0.04,13,0,1235
1.31253,103.88268,1,181,30,3,0.06,13,0,1332
1.27509,103.84483,1,190,30,9,0.19,13,0,1201
1.30174,103.85389,2,83,1,1,0.03,1,0,1140
1.27341,103.84485,1,210,30,5,0.11,13,0,1234
1.27534,103.84711,1,260,30,19,0.4,13,0,1196
1.30737,103.8885,1,175,6,1,0.02,1,0,1417
1.28031,103.85144,2,85,60,1,0.02,41,364,1304
1.28042,103.85198,1,119,60,0,0.0,41,365,1887
1.31386,103.88666,1,92,4,57,1.19,84,36,30
1.3323,103.86991,1,164,3,71,1.51,2,308,20
1.30513,103.84969,3,28,1,115,2.39,14,355,18
1.30339,103.84884,3,33,1,18,0.38,14,345,19
1.30475,103.84962,3,33,1,3,0.08,14,352,62
1.30509,103.84896,3,31,1,38,0.8,14,347,21
1.33209,103.86926,1,164,3,68,1.42,2,294,30
1.31443,103.89439,1,224,3,168,3.48,1,259,23
1.28016,103.8536,1,125,90,1,0.02,41,364,1261
1.30573,103.84885,3,131,1,25,0.55,14,348,66
1.2666,103.81597,2,100,1,0,0.0,1,0,1887
1.28435,103.84352,1,200,1,0,0.0,1,0,1887
1.28181,103.85291,1,151,60,0,0.0,41,365,1887
1.30021,103.83589,2,119,5,1,0.02,1,0,1445
1.3075,103.86267,2,100,1,0,0.0,1,0,1887
1.31855,103.77496,2,150,1,5,0.1,1,0,1352
1.29478,103.83901,1,119,5,22,0.46,84,48,44
1.30387,103.84695,1,100,5,16,0.44,84,8,27
1.296,103.84045,1,158,7,70,1.46,4,364,2
1.29763,103.83921,1,140,180,12,0.26,1,358,708
1.27399,103.84649,2,150,2,0,0.0,1,0,1887
1.31138,103.89888,1,210,1,0,0.0,1,0,1887
1.30971,103.87093,2,60,1,73,1.52,37,314,14
1.31137,103.88129,2,60,1,80,1.68,37,346,22
1.31136,103.88151,2,60,1,58,1.22,37,356,17
1.31152,103.88109,2,60,1,11,0.23,37,354,24
1.31108,103.8833,2,69,1,6,0.13,37,365,14
1.30385,103.85095,3,33,1,6,0.15,14,357,35
1.30352,103.85056,3,28,1,70,1.54,14,349,34
1.30526,103.8495,2,79,1,8,0.17,14,339,103
1.30412,103.84905,3,36,1,7,0.15,14,358,29
1.30397,103.84928,3,31,1,11,0.25,14,350,29
1.29463,103.83923,2,100,7,0,0.0,1,0,1887
1.31274,103.88659,1,181,2,173,3.61,16,194,14
1.30543,103.8403,1,135,3,71,1.78,6,137,15
1.30488,103.84002,1,135,3,69,1.54,6,115,7
1.31714,103.85011,2,56,2,2,0.04,1,0,1378
1.29488,103.8392,1,110,20,32,0.67,84,78,102
1.30775,103.8622,2,44,7,1,0.03,112,360,1198
1.31911,103.8464,2,69,2,0,0.0,1,0,1887
1.31667,103.82595,1,300,7,31,0.66,19,327,84
1.28205,103.78507,1,250,3,0,0.0,1,0,1887
1.32714,103.8512,1,150,3,0,0.0,1,0,1887
1.30857,103.86234,2,44,18,1,0.02,112,344,1265
1.31439,103.85852,2,50,5,3,0.07,1,0,1291
1.29213,103.81734,1,250,2,2,0.04,6,0,1386
1.31662,103.83582,2,119,1,0,0.0,3,230,1887
1.32869,103.8474,1,131,25,10,0.21,141,365,241
1.27629,103.83692,2,131,4,26,0.59,1,0,29
1.28051,103.85327,1,250,30,32,0.68,1,361,211
1.28289,103.84728,1,119,2,33,0.69,12,360,465
1.3339,103.80873,2,69,1,0,0.0,1,0,1887
1.2959,103.82972,1,208,1,6,0.13,26,101,1107
1.31273,103.87559,1,156,2,111,2.33,6,141,62
1.3285,103.84524,1,268,20,17,0.37,141,365,149
1.32421,103.85337,1,200,3,84,1.76,67,265,55
1.32475,103.8522,1,208,3,6,0.14,203,364,435
1.32218,103.84192,2,99,120,0,0.0,1,365,1887
1.31491,103.80578,1,119,2,4,0.09,1,0,913
1.28475,103.83289,2,87,90,42,0.89,5,364,504
1.32235,103.85286,1,231,7,6,0.24,114,257,372
1.32427,103.85103,1,218,8,6,0.13,203,365,559
1.2962,103.86954,2,72,1,0,0.0,1,0,1887
1.28476,103.84589,3,28,1,6,0.16,9,363,37
1.28365,103.84637,3,32,1,15,0.34,9,360,220
1.31241,103.88686,1,308,30,1,0.06,1,148,460
1.27757,103.84141,1,250,1,0,0.0,1,0,1887
1.28285,103.8445,3,28,1,34,0.74,9,364,9
1.2842,103.84444,3,32,1,19,0.41,9,356,10
1.27686,103.84835,2,158,1,0,0.0,1,0,1887
1.30652,103.79449,2,75,1,8,0.17,1,128,125
1.28027,103.85072,1,208,4,9,0.2,8,360,9
1.28028,103.85331,1,228,4,10,0.21,8,360,393
1.31546,103.85508,2,69,90,16,0.4,13,278,197
1.31541,103.85609,1,140,90,0,0.0,1,0,1887
1.31584,103.88199,1,108,1,166,3.6,2,73,5
1.29417,103.82827,1,151,3,14,0.33,2,365,346
1.30478,103.90485,1,258,2,1,1.0,1,84,23
1.32792,103.86447,1,125,1,0,0.0,2,0,1887
1.31567,103.88186,1,128,1,16,0.37,2,45,20
1.32746,103.86436,1,60,1,0,0.0,2,0,1887
1.31213,103.79569,2,56,1,0,0.0,1,0,1887
1.3134,103.85402,2,200,1,1,0.02,1,0,1412
1.3037,103.84988,2,110,1,1,0.02,1,0,1414
1.31331,103.79929,1,199,3,2,0.04,1,0,1334
1.31448,103.79311,2,100,1,0,0.0,1,0,1887
1.27439,103.84714,2,169,90,18,0.42,10,0,244
1.29525,103.83722,1,325,3,2,0.04,1,0,1334
1.30985,103.87271,2,100,2,36,0.79,11,355,15
1.31251,103.86023,3,22,1,38,0.81,17,365,424
1.31028,103.88633,2,40,3,6,0.13,1,0,1212
1.27396,103.84523,2,200,90,53,1.19,10,351,195
1.2728,103.8448,2,169,90,129,2.81,10,0,176
1.27429,103.84519,2,169,90,25,0.56,10,365,292
1.27331,103.84422,2,161,2,9,0.21,10,0,13
1.28307,103.84395,3,315,1,1,0.18,5,275,162
1.31679,103.78518,1,344,6,0,0.0,1,0,1887
1.31702,103.83964,1,131,6,3,0.07,1,0,966
1.33957,103.8457,1,56,1,0,0.0,1,0,1887
1.35631,103.84883,2,110,1,0,0.0,2,0,1887
1.28041,103.85241,1,310,90,5,0.11,6,93,1210
1.32148,103.84106,1,118,5,8,0.18,8,365,748
1.28337,103.84369,1,119,5,6,0.24,84,64,28
1.29889,103.85567,1,250,100,0,0.0,8,365,1887
1.30332,103.90058,2,100,1,60,1.31,7,162,21
1.28363,103.83998,2,139,1,0,0.0,1,0,1887
1.29773,103.84347,2,131,2,11,0.25,1,0,1042
1.28304,103.84294,2,60,18,1,0.02,83,356,1361
1.30208,103.90206,2,118,1,37,0.83,7,179,20
1.31972,103.84736,2,150,1,1,0.25,1,0,116
1.30195,103.90241,2,81,1,107,2.39,7,158,31
1.32492,103.81175,2,44,30,8,0.21,1,239,134
1.28362,103.84604,1,286,3,113,2.43,9,96,47
1.31074,103.85964,2,210,1,39,0.97,20,349,28
1.31479,103.88787,1,94,4,66,1.66,84,72,16
1.29913,103.85316,3,31,2,50,1.11,14,303,19
1.3149,103.85021,3,44,1,34,0.75,17,365,391
1.33194,103.79488,2,42,2,2,0.04,1,0,1342
1.3153,103.90333,2,81,90,1,0.02,1,0,1332
1.28337,103.78359,1,292,3,1,0.03,1,0,1140
1.29811,103.85691,1,250,100,0,0.0,8,365,1887
1.33284,103.87767,3,56,30,0,0.0,2,365,1887
1.31669,103.85382,1,300,14,0,0.0,67,365,1887
1.33504,103.86762,1,187,25,5,0.12,141,365,25
1.30217,103.84695,2,119,3,21,0.46,1,239,424
1.31117,103.87361,2,125,2,25,0.58,11,357,22
1.3114,103.87215,2,150,2,4,0.11,11,365,526
1.31169,103.87275,2,175,2,15,0.35,11,365,38
1.31153,103.8723,2,200,2,5,0.12,11,361,127
1.31017,103.87394,2,256,2,1,0.03,11,365,1183
1.30988,103.87346,2,224,2,2,0.08,11,365,37
1.2844,103.83487,1,119,2,6,0.16,26,331,53
1.31401,103.8588,3,26,1,26,0.56,11,365,38
1.34762,103.79029,2,90,1,0,0.0,1,0,1887
1.29702,103.83046,1,200,1,1,0.02,1,0,1332
1.31722,103.85069,1,135,2,12,0.27,1,0,941
1.27399,103.84339,2,103,1,1,0.02,1,0,1374
1.2901,103.83917,1,104,7,2,0.04,1,0,1296
1.31471,103.85904,3,25,1,9,0.21,11,358,173
1.31408,103.85868,2,181,1,4,0.1,11,365,202
1.31889,103.82685,1,100,150,2,0.06,5,239,606
1.29931,103.85063,2,100,3,5,0.11,1,0,1220
1.3143,103.85881,2,119,1,44,0.98,11,358,22
1.3032,103.84799,1,100,5,0,0.0,1,0,1887
1.2847,103.84404,2,49,90,0,0.0,83,365,1887
1.28455,103.83312,1,300,30,0,0.0,1,365,1887
1.31449,103.85896,3,50,1,8,0.17,11,365,945
1.27999,103.85313,2,131,60,0,0.0,41,364,1887
1.32075,103.82223,1,215,3,16,0.37,3,36,24
1.29108,103.83077,2,69,2,4,0.09,1,0,1353
1.31609,103.85444,2,69,2,80,2.51,13,148,15
1.35885,103.84418,2,81,2,13,0.29,2,0,1078
1.31235,103.87689,1,97,1,0,0.0,1,0,1887
1.30999,103.88591,1,178,190,0,0.0,1,365,1887
1.30418,103.83449,1,281,1,202,4.67,1,235,2
1.31913,103.86103,2,69,3,120,2.72,2,130,29
1.27548,103.84517,1,219,3,7,0.17,1,0,792
1.31123,103.88521,1,156,2,3,0.07,1,0,1333
1.35904,103.84735,2,85,7,24,0.52,2,0,968
1.28329,103.84251,2,87,3,185,4.13,7,258,23
1.27551,103.84515,1,190,30,2,0.04,13,0,1335
1.27527,103.84562,1,210,30,1,0.02,13,0,1290
1.27323,103.84563,1,260,30,11,0.25,13,0,1200
1.29422,103.82911,1,149,28,28,0.62,1,71,118
1.31604,103.78136,2,67,3,88,1.96,8,314,65
1.28582,103.84274,2,200,1,0,0.0,1,365,1887
1.30471,103.82582,2,65,90,61,1.38,1,364,644
1.32052,103.82246,2,50,3,7,0.18,1,0,337
1.28471,103.8436,2,58,3,172,3.79,7,340,15
1.29211,103.80713,1,144,3,6,0.14,13,0,690
1.29049,103.8066,1,160,5,7,0.16,13,0,1082
1.32024,103.82049,1,215,3,24,0.58,3,39,185
1.2882,103.7925,3,25,1,1,0.02,1,0,1348
1.30366,103.85097,3,29,1,11,0.25,14,356,319
1.3165,103.85179,3,60,1,0,0.0,2,0,1887
1.28681,103.79331,2,50,1,0,0.0,1,0,1887
1.31693,103.85016,1,199,7,4,0.09,3,361,31
1.31636,103.8809,2,75,1,1,0.02,3,0,1339
1.29836,103.83529,2,85,1,0,0.0,1,0,1887
1.31153,103.85984,3,35,1,80,1.78,8,358,17
1.32066,103.85301,2,81,2,37,3.4,5,69,58
1.30364,103.83507,1,319,2,93,2.15,38,284,25
1.27861,103.85142,1,312,1,1,0.02,1,0,1333
1.31169,103.86033,3,69,1,4,0.1,8,362,79
1.31206,103.86046,2,210,1,0,0.0,8,358,1887
1.30813,103.86388,2,49,90,0,0.0,1,180,1887
1.28294,103.84387,2,87,3,141,3.22,7,201,25
1.2924,103.80661,1,151,5,9,0.21,13,0,852
1.28337,103.82942,1,150,3,2,0.05,1,0,968
1.31374,103.80672,1,250,2,5,0.11,1,0,1063
1.3134,103.87929,1,240,2,169,3.76,2,299,1
1.28025,103.82337,2,90,90,1,0.02,1,364,1296
1.28206,103.85366,1,96,7,2,0.08,1,365,73
1.31854,103.84131,2,65,21,5,0.11,1,312,73
1.31408,103.88488,1,219,2,2,0.06,2,239,1036
1.3129,103.86146,3,35,1,12,0.28,8,363,603
1.31132,103.86153,3,35,1,25,0.64,8,362,545
1.31284,103.86089,3,35,1,67,1.55,8,363,457
1.31232,103.86178,3,35,1,11,0.25,8,360,568
1.28271,103.84586,2,92,1,4,0.26,9,350,213
1.31292,103.85983,3,69,1,6,0.14,8,363,690
1.30655,103.90307,2,78,2,22,0.68,1,351,10
1.31168,103.88002,1,150,365,13,0.29,6,365,1084
1.3108,103.85995,3,22,1,68,1.53,17,365,2
1.3384,103.86546,2,69,3,1,0.02,1,0,1336
1.30723,103.7844,2,56,4,2,0.05,1,0,1140
1.31103,103.88215,1,110,2,123,2.77,16,308,10
1.2866,103.85051,3,50,1,36,0.8,2,140,246
1.3109,103.86107,3,22,1,27,0.61,17,365,280
1.30368,103.83469,1,210,2,169,3.88,2,94,7
1.2958,103.84049,2,119,3,0,0.0,1,0,1887
1.28816,103.80309,2,42,90,1,0.03,3,270,1174
1.2872,103.79466,2,75,1,0,0.0,1,0,1887
1.27532,103.84511,1,181,4,1,0.02,1,0,1333
1.31124,103.85918,1,125,7,0,0.0,1,0,1887
1.28331,103.84625,3,26,1,21,0.48,9,361,202
1.28433,103.83122,1,150,2,0,0.0,1,0,1887
1.29907,103.88689,2,100,1,2,0.05,1,0,1277
1.31451,103.84719,2,60,2,7,0.61,1,23,26
1.29805,103.83698,1,139,3,28,0.63,1,0,908
1.32852,103.856,2,62,1,1,0.02,1,0,1332
1.29866,103.89037,2,150,2,2,0.05,1,364,1324
1.28672,103.84831,3,56,1,39,0.87,2,269,73
1.29721,103.83946,1,194,2,0,0.0,1,0,1887
1.31195,103.86113,3,22,1,14,0.31,17,365,923
1.31053,103.86147,3,44,1,24,0.54,17,365,388
1.31178,103.86169,3,44,1,7,0.16,17,365,936
1.31244,103.85954,3,22,1,80,1.84,17,357,0
1.31028,103.86029,3,22,1,25,0.57,17,363,345
1.30584,103.84986,1,131,10,11,0.27,141,243,99
1.33114,103.84369,1,287,10,6,0.14,141,262,36
1.31011,103.85956,3,22,1,26,0.59,17,364,9
1.3106,103.86112,3,22,1,66,1.53,17,354,6
1.31139,103.86002,3,22,1,5,0.13,17,365,738
1.31325,103.86168,3,18,1,51,1.18,17,321,15
1.31088,103.86117,3,44,1,52,1.17,17,365,201
1.31079,103.86171,3,39,1,25,0.56,17,364,20
1.29171,103.80779,1,194,2,17,0.38,13,0,690
1.3182,103.83904,1,140,4,0,0.0,1,0,1887
1.30919,103.82702,1,290,1,2,0.05,1,0,1126
1.2948,103.8388,2,87,1,46,1.02,28,350,15
1.30024,103.8529,3,31,2,35,0.97,14,332,94
1.32656,103.86275,2,44,2,53,1.19,2,0,628
1.30313,103.90949,2,81,1,0,0.0,1,0,1887
1.30631,103.8481,1,149,10,1,0.11,114,365,265
1.32283,103.85234,1,131,7,5,0.41,114,338,132
1.32554,103.84868,1,131,14,0,0.0,114,332,1887
1.29579,103.84014,2,90,2,40,0.91,48,344,52
1.28592,103.82813,2,111,7,0,0.0,1,0,1887
1.31311,103.88711,2,56,180,0,0.0,1,365,1887
1.31722,103.88754,1,178,3,59,1.35,2,3,359
1.28358,103.84438,2,60,1,51,1.18,1,313,14
1.3277,103.86511,1,258,10,16,0.38,203,365,41
1.28879,103.84014,1,131,1,0,0.0,1,0,1887
1.31639,103.88385,2,15,1,0,0.0,1,0,1887
1.31398,103.90491,2,65,91,3,0.12,1,363,698
1.29923,103.83098,1,160,4,3,0.07,1,0,997
1.28073,103.84085,1,300,3,76,1.72,2,69,90
1.28186,103.8522,1,131,45,0,0.0,41,365,1887
1.29671,103.8404,2,144,1,150,3.42,48,310,46
1.28454,103.84391,2,60,90,2,0.09,83,361,80
1.34158,103.76907,2,50,3,39,0.93,1,121,124
1.30011,103.85396,3,31,2,28,0.95,14,345,18
1.31057,103.86081,1,222,1,6,0.14,16,351,74
1.29762,103.84174,3,81,1,0,0.0,1,0,1887
1.30221,103.84623,2,119,1,0,0.0,1,0,1887
1.30044,103.85173,3,28,2,82,1.89,14,313,66
1.2982,103.8523,3,28,2,76,1.9,14,349,60
1.3008,103.90074,1,300,1,2,0.05,1,0,1116
1.2802,103.84055,1,275,3,103,2.37,9,123,28
1.27784,103.84487,2,149,1,0,0.0,1,0,1887
1.30851,103.83147,1,287,7,0,0.0,1,0,1887
1.31419,103.85089,2,72,90,160,3.67,1,189,3
1.32898,103.85352,1,200,30,7,0.17,141,365,12
1.3153,103.88809,1,85,28,36,0.82,84,74,17
1.29989,103.85063,2,75,4,14,0.34,18,343,107
1.28043,103.78286,1,119,90,39,0.9,1,365,22
1.29423,103.84141,1,160,6,11,0.26,1,0,926
1.27557,103.84543,2,140,1,0,0.0,1,0,1887
1.3012,103.90481,1,381,2,172,3.98,1,313,16
1.30096,103.83767,1,153,1,0,0.0,1,0,1887
1.33203,103.79507,1,387,1,0,0.0,1,180,1887
1.29259,103.83056,1,139,3,9,0.21,1,0,601
1.28868,103.84704,1,256,5,31,0.73,1,0,707
1.31683,103.85889,2,35,1,0,0.0,1,0,1887
1.3107,103.88178,1,69,1,1,0.02,2,0,1301
1.33909,103.77817,2,69,180,0,0.0,1,180,1887
1.29383,103.83964,1,137,1,225,5.21,2,308,3
1.31642,103.85734,2,37,5,1,0.02,1,0,1291
1.30264,103.85127,2,104,2,121,2.85,8,179,7
1.32743,103.84259,1,118,1,3,0.07,1,0,1242
1.28296,103.84384,2,74,1,0,0.0,1,0,1887
1.33431,103.87554,2,49,1,296,6.96,2,288,19
1.27729,103.79122,2,69,1,0,0.0,1,0,1887
1.29446,103.82572,1,139,3,17,0.45,5,362,12
1.34301,103.84112,2,50,1,1,0.04,1,0,755
1.31418,103.87126,2,44,1,0,0.0,1,0,1887
1.32622,103.85443,1,268,3,1,0.03,203,330,1074
1.32839,103.86485,1,237,14,7,0.17,203,365,367
1.32545,103.85311,1,218,15,3,0.08,203,365,722
1.31575,103.82879,2,96,1,0,0.0,1,0,1887
1.29523,103.8904,2,156,2,135,3.17,3,85,21
1.36583,103.82907,1,200,180,0,0.0,1,365,1887
1.33613,103.84406,2,150,5,8,0.2,1,365,920
1.30944,103.90577,2,65,1,0,0.0,1,0,1887
1.28432,103.84049,2,90,1,0,0.0,1,0,1887
1.35233,103.83761,2,49,9,22,0.54,4,352,17
1.3321,103.87535,2,58,4,66,1.69,1,348,101
1.29416,103.83654,2,85,1,103,2.41,2,28,23
1.32271,103.85316,1,101,3,25,1.5,23,39,19
1.32302,103.8531,1,190,3,50,1.37,23,55,30
1.32296,103.85204,1,110,3,61,1.46,23,81,15
1.32335,103.85289,1,187,2,33,0.79,23,40,20
1.32196,103.85325,1,106,3,20,0.64,23,41,40
1.30349,103.84881,3,39,1,5,0.12,14,358,43
1.32322,103.85158,1,106,3,21,0.51,23,43,37
1.31525,103.88744,1,87,1,29,0.83,67,75,18
1.27996,103.85209,2,100,45,1,0.02,41,365,1215
1.28343,103.8314,1,132,1,6,0.14,26,312,1114
1.32255,103.85535,1,218,3,7,0.17,203,364,129
1.3228,103.85092,1,208,8,7,0.16,203,365,426
1.3242,103.85197,1,300,7,2,0.05,203,262,1212
1.32341,103.85356,1,110,3,25,0.6,23,56,7
1.3037,103.83499,1,350,1,56,1.68,8,162,35
1.32318,103.85313,1,110,2,35,1.06,23,57,33
1.3229,103.85364,1,110,3,25,0.67,23,50,29
1.30083,103.85202,2,108,2,135,3.21,8,201,9
1.29558,103.82665,1,139,3,2,0.05,1,0,1118
1.29306,103.81468,2,56,1,0,0.0,1,0,1887
1.30114,103.85378,2,69,1,0,0.0,1,0,1887
1.32089,103.86437,1,100,180,0,0.0,1,365,1887
1.32405,103.85256,1,118,3,5,0.12,203,338,1188
1.3142,103.84297,1,76,3,11,0.26,1,0,1113
1.30248,103.80027,2,72,1,27,0.9,1,353,16
1.29914,103.84009,1,290,1,1,0.02,1,0,1243
1.30117,103.86022,2,100,1,2,0.05,4,0,1102
1.30606,103.91334,2,65,1,4,0.09,1,0,969
1.32361,103.79282,2,99,20,19,0.48,1,364,1092
1.29895,103.83824,1,131,2,16,0.38,28,324,39
1.29679,103.83979,1,140,2,39,0.96,48,332,205
1.29497,103.83823,1,135,2,39,0.93,48,332,57
1.30316,103.8471,3,35,1,0,0.0,1,0,1887
1.29629,103.83816,2,144,1,99,2.41,48,327,46
1.30546,103.83514,2,100,1,3,0.1,8,364,121
1.30325,103.83357,2,100,1,5,0.16,8,364,31
1.30496,103.83315,2,100,1,9,0.29,8,356,29
1.30419,103.83426,2,151,1,6,0.24,8,364,64
1.30343,103.83318,2,151,1,2,0.08,8,365,709
1.30563,103.83491,2,151,1,6,0.21,8,365,55
1.32896,103.84178,2,56,1,0,0.0,1,0,1887
1.30955,103.90031,2,78,1,0,0.0,1,365,1887
1.29241,103.82779,1,122,1,0,0.0,1,0,1887
1.28242,103.82974,1,136,1,15,0.36,26,266,24
1.28116,103.85169,1,269,11,6,0.41,1,334,29
1.30524,103.88834,1,131,3,51,1.96,1,311,44
1.30542,103.8389,1,160,3,87,2.09,6,109,9
1.32307,103.84111,2,87,30,0,0.0,8,364,1887
1.3063,103.90294,1,119,180,0,0.0,1,362,1887
1.31331,103.85516,1,125,5,8,0.24,10,2,12
1.32769,103.81104,2,100,1,0,0.0,1,0,1887
1.30221,103.85109,2,104,2,77,1.87,8,216,73
1.34263,103.83768,2,49,90,37,0.88,1,120,389
1.28263,103.84434,3,40,1,1,0.03,6,307,1054
1.3371,103.77431,1,299,2,0,0.0,1,0,1887
1.29094,103.83665,1,200,1,1,0.02,1,0,1255
1.2951,103.83863,2,87,2,72,1.75,28,342,15
1.29612,103.83874,1,160,2,144,3.43,28,303,19
1.28966,103.80503,1,131,6,0,0.0,1,0,1887
1.295,103.83825,1,119,1,40,1.23,48,353,14
1.28991,103.8308,2,56,3,0,0.0,1,0,1887
1.32683,103.84697,1,100,1,0,0.0,1,0,1887
1.29502,103.83949,2,90,2,36,0.86,27,343,85
1.29542,103.8382,1,110,1,45,1.09,27,349,21
1.31807,103.85163,1,249,21,9,0.21,3,365,602
1.32792,103.9049,1,231,90,9,0.22,4,269,57
1.28427,103.84271,2,228,1,0,0.0,6,304,1887
1.30474,103.78763,1,200,3,93,2.29,1,144,25
1.31216,103.87991,1,169,1,209,4.99,5,152,19
1.32433,103.86437,2,83,2,163,4.04,2,136,7
1.28741,103.80272,2,51,90,1,0.06,3,0,539
