latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,no_of_days_since_lastreview
1.31233,103.88485,2,115,6,1,0.17,12,87,176
1.31341,103.88452,1,131,29,3,0.22,12,83,30
1.31238,103.88368,1,131,29,2,0.14,12,88,388
1.27704,103.78563,2,69,5,0,0.0,32,361,1887
1.3164,103.84213,1,119,4,47,3.2,3,43,27
1.2845,103.84329,2,65,90,1,0.07,83,361,404
1.28199,103.85305,1,110,40,0,0.0,41,365,1887
1.33571,103.86951,1,219,5,0,0.0,1,0,1887
1.3202,103.85885,2,31,181,0,0.0,2,191,1887
1.27948,103.78768,2,99,1,1,1.0,14,365,14
1.28016,103.7877,2,56,3,4,0.29,18,365,129
1.29491,103.8069,1,125,90,3,0.26,10,129,241
1.3253,103.9048,2,129,1,36,2.6,1,334,8
1.35363,103.83469,2,40,91,0,0.0,2,179,1887
1.31044,103.8584,2,86,2,7,0.47,2,349,40
1.3059,103.83577,2,106,1,0,0.0,1,0,1887
1.27674,103.85535,1,337,2,0,0.0,5,0,1887
1.2762,103.84414,1,156,30,1,0.13,274,342,235
1.32727,103.86251,2,40,30,3,0.23,4,53,288
1.32531,103.86452,2,60,1,8,0.56,4,0,320
1.30708,103.83465,2,181,90,0,0.0,2,179,1887
1.28191,103.84708,1,175,3,31,2.12,16,33,23
1.28146,103.78597,2,56,1,1,1.0,32,338,27
1.27944,103.78697,2,75,1,4,0.27,18,355,160
1.31181,103.88718,1,119,6,0,0.0,1,0,1887
1.33416,103.84735,2,44,3,4,0.27,1,0,424
1.31354,103.85265,1,225,4,5,0.36,114,155,162
1.31115,103.87339,1,294,3,0,0.0,78,362,1887
1.29187,103.80718,1,285,3,1,0.75,78,364,38
1.27415,103.84634,1,250,5,2,0.13,1,0,394
1.31717,103.84323,1,249,1,44,3.03,2,164,22
1.31566,103.82693,1,160,7,3,0.21,19,365,160
1.3223,103.86384,1,268,80,1,0.07,114,358,405
1.31102,103.85338,1,150,3,31,2.16,10,0,21
1.2805,103.8492,1,181,7,3,0.22,40,340,237
1.28035,103.85337,2,68,40,0,0.0,41,296,1887
1.32589,103.84858,1,290,10,3,0.5,203,365,21
1.32908,103.84426,1,350,80,1,0.07,114,358,422
1.31173,103.89071,1,108,2,62,4.49,1,44,3
1.2832,103.84207,2,67,90,1,0.12,59,356,248
1.31403,103.88852,1,78,10,14,0.99,84,55,15
1.29453,103.83703,3,81,2,9,0.62,2,82,10
1.28473,103.8593,2,300,1,9,0.61,2,269,368
1.28201,103.84483,1,150,3,32,2.17,16,45,109
1.32539,103.84523,1,144,10,0,0.0,114,365,1887
1.28327,103.84513,1,200,3,9,0.67,30,62,112
1.28336,103.845,1,175,3,6,0.49,30,47,83
1.31099,103.86014,1,181,3,1,0.88,67,365,32
1.28462,103.84352,2,65,90,0,0.0,112,356,1887
1.28385,103.84536,1,110,8,3,0.23,84,89,195
1.30458,103.78435,1,344,3,3,0.38,78,364,34
1.30326,103.84673,1,178,3,28,1.92,2,47,3
1.27999,103.78552,1,235,3,0,0.0,78,364,1887
1.30876,103.85037,3,81,2,1,0.08,9,351,359
1.28099,103.85008,1,258,2,46,3.14,38,227,14
1.31439,103.88222,2,33,18,2,0.15,83,353,338
1.30928,103.85151,3,56,1,0,0.0,9,0,1887
1.30927,103.85162,3,81,1,2,0.14,9,365,411
1.30773,103.85009,3,100,1,1,0.09,9,365,348
1.30941,103.85203,3,37,1,6,0.51,9,353,24
1.30956,103.85202,3,35,2,2,0.14,9,319,341
1.31519,103.84081,1,256,3,1,0.91,78,364,31
1.31655,103.84094,1,260,3,0,0.0,76,364,1887
1.2795,103.78594,2,65,15,0,0.0,14,365,1887
1.3019,103.85887,2,100,1,0,0.0,7,285,1887
1.3026,103.86036,2,300,1,0,0.0,7,286,1887
1.31123,103.82589,1,319,3,0,0.0,78,233,1887
1.32508,103.84533,1,140,10,2,0.14,114,320,215
1.28526,103.84173,2,65,90,2,0.16,112,326,247
1.2822,103.84629,1,181,3,12,0.84,16,85,88
1.3204,103.85368,1,250,5,2,0.29,6,55,32
1.28467,103.83495,2,65,7,1,0.16,6,354,182
1.31646,103.84047,1,289,3,1,0.15,78,364,200
1.28645,103.83347,2,65,7,0,0.0,6,360,1887
1.28653,103.83382,2,65,7,1,0.16,6,360,181
1.32417,103.85016,1,106,14,5,0.36,67,318,37
1.33875,103.86948,2,43,1,114,7.81,2,235,15
1.2846,103.83342,2,65,7,1,0.38,6,360,77
1.28455,103.83357,2,65,7,2,0.34,6,355,169
1.28618,103.83369,2,65,7,0,0.0,6,360,1887
1.32353,103.85085,1,150,10,1,0.86,203,365,33
1.3026,103.84936,2,49,11,0,0.0,3,319,1887
1.32372,103.8507,1,140,7,3,0.22,114,322,50
1.30743,103.85032,1,153,30,0,0.0,78,364,1887
1.31555,103.8877,2,67,2,37,2.69,26,214,12
1.30495,103.86233,2,60,1,53,3.73,9,139,2
1.28004,103.84941,1,276,1,7,0.61,3,162,51
1.30213,103.84845,2,56,7,2,0.27,9,0,199
1.31034,103.87624,1,218,2,5,0.38,203,337,301
1.30916,103.87812,1,268,2,2,0.15,203,305,350
1.31127,103.87788,1,237,3,3,0.22,114,362,375
1.31005,103.87796,1,268,3,1,0.07,114,362,401
1.3115,103.87824,1,237,3,17,1.19,114,358,79
1.30993,103.87826,1,318,3,10,0.72,114,358,280
1.31501,103.88655,2,67,2,20,1.55,26,214,8
1.29434,103.84322,1,150,12,4,0.39,67,361,220
1.28057,103.85342,2,92,45,0,0.0,41,365,1887
1.31572,103.85314,1,140,7,2,0.21,114,329,204
1.29345,103.84173,1,149,7,2,0.14,114,325,94
1.32436,103.85341,1,250,5,0,0.0,79,259,1887
1.30461,103.85294,3,18,1,18,1.36,5,358,31
1.32146,103.85322,1,250,5,0,0.0,79,261,1887
1.28151,103.84629,1,181,3,10,0.7,16,47,114
1.323,103.85397,1,100,5,6,0.46,67,340,62
1.30086,103.85324,2,46,28,0,0.0,1,0,1887
1.28167,103.78747,2,137,1,0,0.0,18,364,1887
1.28064,103.78516,1,108,700,2,0.14,1,358,425
1.30212,103.84873,1,131,12,2,0.24,67,353,226
1.31839,103.84758,1,100,3,8,0.56,16,33,24
1.3141,103.85392,1,219,5,2,0.15,67,305,283
1.29244,103.80833,1,260,3,0,0.0,76,364,1887
1.31192,103.8781,1,237,3,7,0.51,114,362,192
1.31042,103.87654,1,318,3,6,0.43,114,362,287
1.29236,103.80767,1,319,4,0,0.0,76,363,1887
1.28158,103.84871,1,258,2,7,0.51,38,13,38
1.30441,103.83354,1,319,2,29,2.4,38,299,20
1.28108,103.78316,1,135,25,2,0.48,10,0,112
1.27794,103.85011,1,350,4,4,0.34,15,330,16
1.29911,103.83621,1,150,90,0,0.0,1,365,1887
1.31395,103.88181,2,33,18,1,0.1,112,359,293
1.31466,103.8828,2,33,18,1,0.07,83,359,408
1.30982,103.86158,2,40,28,1,0.08,83,362,383
1.28191,103.84665,1,150,3,40,3.22,16,70,34
1.32869,103.84708,1,131,7,3,0.55,114,357,19
1.28439,103.83243,2,108,1,10,0.71,5,0,303
1.31493,103.88193,1,117,3,1,0.1,2,54,288
1.27928,103.85342,1,194,90,1,1.0,3,162,10
1.30974,103.87636,1,250,5,0,0.0,79,337,1887
1.27742,103.84838,1,350,4,7,0.79,15,345,18
1.30989,103.87785,1,319,7,0,0.0,79,347,1887
1.31124,103.87805,1,250,5,1,0.07,79,336,410
1.3199,103.8521,1,250,5,0,0.0,79,186,1887
1.27722,103.84828,1,350,4,8,0.67,15,359,26
1.31619,103.88308,2,37,2,33,2.38,4,157,1
1.28486,103.84178,2,57,90,1,0.07,112,343,410
1.31111,103.8582,2,57,18,1,0.07,83,360,424
1.31723,103.8257,1,300,7,4,0.32,19,351,184
1.31548,103.85445,1,235,2,1,0.09,5,0,344
1.29445,103.84283,1,137,3,3,0.38,79,320,43
1.30081,103.84701,1,149,14,0,0.0,79,174,1887
1.29526,103.8279,1,149,14,0,0.0,79,325,1887
1.31565,103.85603,1,139,4,0,0.0,79,341,1887
1.32698,103.84747,1,149,7,0,0.0,79,338,1887
1.32674,103.84689,1,181,5,0,0.0,79,320,1887
1.28035,103.85203,2,85,60,0,0.0,41,365,1887
1.31596,103.85306,1,131,10,4,0.31,141,332,344
1.3182,103.85192,2,60,3,15,1.2,7,146,1
1.32652,103.84606,1,131,10,7,0.55,141,320,22
1.34171,103.87957,2,81,3,3,0.23,1,0,360
1.30084,103.85045,2,111,1,1,0.15,4,0,193
1.31244,103.88305,2,65,1,2,0.19,3,148,65
1.3208,103.85332,1,131,10,0,0.0,141,339,1887
1.29504,103.84309,1,131,10,9,0.89,141,287,120
1.31165,103.87633,1,258,3,7,0.63,141,339,41
1.29974,103.85025,1,131,10,2,0.16,141,260,370
1.32196,103.85173,1,131,30,0,0.0,141,365,1887
1.31125,103.86053,1,168,3,1,0.11,141,307,261
1.32261,103.8536,1,200,3,3,0.22,141,254,17
1.31126,103.87671,1,178,3,28,2.23,141,333,11
1.31269,103.87859,2,51,2,22,1.62,26,168,9
1.29293,103.83104,2,104,30,3,0.94,3,261,30
1.31713,103.84445,1,350,3,0,0.0,78,364,1887
1.28524,103.83359,2,62,3,2,0.15,1,0,391
1.3117,103.88209,2,60,1,1,0.91,3,147,31
1.2984,103.84121,1,201,28,11,0.99,8,167,58
1.2934,103.84021,1,347,3,8,0.61,1,0,13
1.28895,103.83094,2,99,1,41,3.0,1,46,3
1.28085,103.8257,1,160,1,2,0.16,1,0,342
1.31568,103.85286,1,168,3,10,0.78,141,329,25
1.27741,103.85069,1,160,1,14,1.15,1,0,191
1.31564,103.88095,2,33,18,2,0.22,112,359,200
1.3113,103.87765,1,178,3,33,2.49,141,292,5
1.31021,103.87819,1,258,3,19,1.65,141,299,15
1.32112,103.85381,1,149,2,43,3.17,8,66,23
1.30511,103.78942,1,131,14,2,0.16,1,0,352
1.31056,103.87601,1,228,5,0,0.0,79,260,1887
1.31162,103.87659,1,250,5,0,0.0,79,317,1887
1.31146,103.87636,1,319,7,0,0.0,79,299,1887
1.31038,103.8776,1,319,5,0,0.0,79,317,1887
1.3096,103.87736,1,319,7,0,0.0,79,322,1887
1.31102,103.88428,1,158,10,0,0.0,79,325,1887
1.31446,103.85645,1,139,10,0,0.0,79,334,1887
1.31521,103.85344,1,150,3,0,0.0,79,332,1887
1.31943,103.85326,1,150,5,3,0.42,79,339,142
1.30116,103.84878,1,149,14,0,0.0,79,174,1887
1.32665,103.84312,1,151,3,65,4.99,1,36,14
1.2935,103.84281,1,149,10,0,0.0,79,287,1887
1.29545,103.82752,1,150,10,0,0.0,79,151,1887
1.32774,103.84904,1,137,3,1,0.16,79,342,183
1.29963,103.85128,1,181,5,0,0.0,79,260,1887
1.31511,103.85245,1,190,5,1,0.15,79,307,201
1.32275,103.85204,1,250,5,0,0.0,79,275,1887
1.32382,103.85208,1,208,3,0,0.0,79,330,1887
1.31447,103.88923,1,200,7,5,0.44,67,361,288
1.31459,103.8547,1,187,5,4,0.3,203,364,304
1.29408,103.8409,2,56,1,2,0.23,1,21,255
1.31283,103.85834,2,60,18,1,0.79,112,332,36
1.31411,103.89199,1,250,3,31,2.4,2,8,57
1.31634,103.89982,1,110,89,0,0.0,1,312,1887
1.28306,103.84547,1,200,3,12,0.99,30,43,17
1.28153,103.85333,2,94,45,0,0.0,41,365,1887
1.31054,103.87685,1,269,2,2,0.16,203,347,72
1.31047,103.87613,1,228,2,2,0.15,203,337,350
1.31076,103.86037,1,300,2,1,0.08,27,362,390
1.31053,103.85983,1,200,2,3,0.23,27,365,280
1.30966,103.87672,1,200,3,5,0.44,67,362,217
1.31196,103.87674,1,225,25,1,0.57,67,361,51
1.27707,103.84808,1,300,4,11,1.01,15,353,66
1.2818,103.84625,1,300,3,1,0.09,30,27,336
1.28289,103.84523,1,137,3,29,2.27,16,78,22
1.31662,103.828,1,181,30,9,0.79,30,77,149
1.3287,103.84162,1,394,3,1,0.08,78,364,377
1.3156,103.89135,1,139,30,9,0.68,11,327,38
1.3132,103.88139,2,60,1,39,3.02,2,147,22
1.31732,103.82925,1,181,30,8,0.84,30,89,100
1.31831,103.82829,1,181,30,1,0.09,30,60,342
1.28367,103.84527,1,150,3,34,2.74,16,41,83
1.30389,103.83857,2,60,90,0,0.0,14,365,1887
1.28051,103.85161,2,90,50,0,0.0,41,365,1887
1.31037,103.87591,1,218,2,5,0.4,203,313,79
1.30974,103.87792,1,287,7,1,0.08,203,322,377
1.30123,103.85161,1,237,3,4,0.48,203,256,126
1.31441,103.79339,1,206,89,0,0.0,45,365,1887
1.31149,103.87824,1,237,2,0,0.0,45,317,1887
1.31157,103.87641,1,237,2,0,0.0,45,299,1887
1.31059,103.87743,1,237,2,0,0.0,45,318,1887
1.31047,103.87785,1,318,7,0,0.0,45,317,1887
1.30991,103.87788,1,318,7,0,0.0,45,347,1887
1.291,103.80672,1,140,89,0,0.0,45,363,1887
1.30967,103.87611,1,318,7,0,0.0,45,336,1887
1.30035,103.90405,3,262,1,0,0.0,1,365,1887
1.30358,103.784,1,240,89,0,0.0,45,365,1887
1.28195,103.84368,2,118,1,6,0.45,14,357,85
1.28189,103.84436,2,100,1,11,0.82,14,356,43
1.33255,103.79093,2,100,90,0,0.0,1,177,1887
1.31496,103.84838,2,31,3,23,1.78,1,47,13
1.28194,103.8519,2,94,45,0,0.0,41,365,1887
1.28352,103.84501,1,181,3,29,2.2,16,60,42
1.295,103.8393,1,139,2,2,0.45,3,336,106
1.28672,103.84751,3,62,2,6,0.53,4,295,56
1.28878,103.84765,3,75,1,5,0.44,4,323,6
1.28816,103.8461,3,118,2,4,0.31,4,268,18
1.30915,103.86133,2,43,18,0,0.0,112,362,1887
1.30957,103.86082,2,43,18,1,0.09,112,362,343
1.31321,103.84005,2,67,21,0,0.0,1,178,1887
1.314,103.8836,2,42,10,5,0.39,4,2,315
1.29934,103.85159,1,200,20,21,1.89,141,256,35
1.31598,103.84505,1,74,30,1,0.14,5,240,208
1.316,103.84462,1,74,90,0,0.0,5,272,1887
1.30037,103.86125,1,364,7,4,0.46,2,354,184
1.32654,103.84702,1,350,13,2,0.16,114,362,296
1.28497,103.84227,2,57,90,1,1.0,112,350,14
1.28357,103.84184,2,50,90,0,0.0,83,365,1887
1.31269,103.87959,1,199,10,1,0.09,203,90,321
1.30016,103.80118,1,360,25,0,0.0,76,364,1887
1.3138,103.85437,1,131,10,7,0.54,141,337,31
1.31099,103.85663,2,50,60,1,0.08,2,0,372
1.31188,103.87818,1,318,3,2,0.16,114,362,333
1.31798,103.84356,1,239,1,31,2.45,22,116,14
1.35137,103.83998,2,108,2,1,0.08,1,0,396
1.29397,103.82991,1,129,2,36,2.76,26,294,60
1.29481,103.84179,1,131,10,6,0.54,141,325,32
1.32454,103.85245,1,131,10,5,0.51,141,322,38
1.31224,103.88141,2,60,1,4,0.36,37,365,29
1.31074,103.88177,2,60,1,20,1.53,37,356,33
1.29261,103.76986,3,25,1,6,0.59,8,149,75
1.29241,103.76817,3,25,1,3,0.35,8,116,36
1.29414,103.76948,3,25,1,0,0.0,8,0,1887
1.30007,103.86201,1,100,30,0,0.0,2,365,1887
1.31772,103.82755,1,240,7,6,0.48,19,333,30
1.30622,103.83835,2,119,3,1,0.12,3,88,244
1.30357,103.78998,1,175,89,0,0.0,45,362,1887
1.30932,103.86344,3,26,1,1,0.77,4,363,37
1.31056,103.8628,3,26,1,0,0.0,4,363,1887
1.30326,103.90629,1,194,90,13,1.03,1,0,338
1.29549,103.82815,1,168,10,1,0.12,203,365,247
1.31072,103.88393,1,168,5,1,0.1,141,325,308
1.32628,103.84832,1,168,3,4,0.35,141,345,79
1.30332,103.84752,2,37,2,0,0.0,1,0,1887
1.28151,103.84653,1,181,3,10,0.79,16,33,77
1.3129,103.8821,2,46,2,28,2.42,9,346,30
1.28606,103.83007,1,146,30,0,0.0,274,332,1887
1.30213,103.78828,1,165,89,0,0.0,45,365,1887
1.30386,103.91547,2,42,2,1,1.0,1,328,10
1.31469,103.88175,1,144,2,18,1.38,3,115,125
1.31576,103.85462,1,225,2,41,3.4,6,283,47
1.30011,103.8515,2,69,1,1,0.15,4,0,192
1.30982,103.8767,1,228,3,2,0.16,114,362,365
1.32235,103.81205,2,79,1,18,1.47,1,80,25
1.30739,103.84694,2,56,2,6,0.48,3,0,330
1.332,103.84861,2,69,1,4,0.33,2,0,162
1.3215,103.86445,1,189,1,78,6.22,2,192,17
1.31401,103.85441,1,137,5,1,0.1,203,365,300
1.30249,103.8476,1,337,7,1,0.12,203,241,241
1.30116,103.84742,1,268,3,27,2.45,141,239,20
1.31059,103.87679,1,228,2,8,1.05,203,345,87
1.31162,103.87669,1,287,2,1,0.08,203,333,358
1.31709,103.8544,1,390,1,4,0.31,27,364,160
1.3123,103.79081,2,89,3,4,0.34,8,323,93
1.28178,103.84419,2,158,1,19,1.48,7,8,16
1.27809,103.82065,2,35,1,1,0.08,1,0,373
1.31299,103.88133,1,189,5,1,0.1,203,365,285
1.28791,103.84602,1,240,6,14,1.36,4,281,26
1.28723,103.84634,1,219,6,17,1.41,4,97,15
1.28714,103.84628,1,260,6,15,1.3,4,282,20
1.28799,103.84626,1,181,6,17,1.56,4,138,27
1.3132,103.88152,1,168,3,3,0.32,141,321,55
1.31664,103.89942,1,118,20,5,0.5,1,146,129
1.31273,103.8812,1,168,5,1,0.09,114,321,330
1.284,103.83328,1,136,2,20,1.59,26,314,156
1.30326,103.84709,2,60,2,3,0.25,2,3,182
1.27888,103.8435,1,160,5,4,0.37,40,273,12
1.30119,103.85157,1,144,5,1,1.0,114,260,23
1.31165,103.87378,2,50,2,0,0.0,11,0,1887
1.2785,103.85215,1,378,2,13,1.09,2,99,84
1.30108,103.85195,1,281,2,56,4.58,6,228,8
1.32264,103.85241,1,218,4,1,0.08,114,330,364
1.31162,103.88352,2,90,2,17,1.48,37,341,22
1.30771,103.86402,2,79,2,5,0.4,1,0,221
1.27455,103.84541,1,289,2,28,2.43,38,210,28
1.31395,103.85392,1,140,3,2,0.31,114,325,63
1.3145,103.85623,1,131,3,6,0.74,114,334,33
1.29327,103.84143,1,140,5,0,0.0,114,287,1887
1.32829,103.84685,1,135,7,0,0.0,114,342,1887
1.32286,103.85129,1,140,5,0,0.0,114,318,1887
1.31595,103.85443,1,168,5,2,0.16,114,329,86
1.31192,103.86032,1,181,7,3,0.25,114,307,150
1.32231,103.86414,1,144,7,31,2.55,15,6,28
1.31225,103.87805,1,187,28,2,0.52,114,365,33
1.30116,103.84914,1,300,3,2,0.18,114,336,318
1.32209,103.85404,1,237,10,0,0.0,114,365,1887
1.31564,103.8527,1,125,10,3,0.43,114,351,2
1.31394,103.8549,1,131,10,2,1.11,114,365,28
1.3235,103.85398,1,150,8,0,0.0,114,365,1887
1.31478,103.85783,1,150,10,0,0.0,114,365,1887
1.3129,103.853,1,225,12,0,0.0,114,365,1887
1.31608,103.85416,1,131,25,1,0.25,141,365,119
1.31379,103.85443,1,225,10,0,0.0,114,365,1887
1.32927,103.86511,1,250,5,2,0.38,114,309,118
1.328,103.86423,1,250,10,1,1.0,114,365,28
1.32631,103.84739,1,144,10,0,0.0,114,365,1887
1.29337,103.84314,1,149,10,1,0.16,114,359,187
1.29452,103.84306,1,149,10,0,0.0,114,365,1887
1.32237,103.85383,1,131,10,1,0.25,141,332,116
1.32743,103.84867,1,131,8,0,0.0,114,365,1887
1.32657,103.84762,1,135,8,0,0.0,114,365,1887
1.32311,103.8512,1,139,5,0,0.0,114,365,1887
1.32429,103.85073,1,139,10,0,0.0,114,365,1887
1.31451,103.85558,1,128,10,3,0.25,141,365,108
1.31033,103.87688,1,178,3,21,1.73,141,315,10
1.31191,103.87737,1,258,3,6,0.5,141,333,129
1.31025,103.87602,1,178,3,22,1.91,141,333,12
1.31134,103.87666,1,258,3,19,1.68,141,299,44
1.30985,103.87671,1,178,3,7,0.64,141,317,16
1.31011,103.87791,1,178,3,10,0.82,141,330,16
1.31159,103.8781,1,258,3,3,0.52,141,317,67
1.31019,103.8783,1,258,3,3,0.28,141,322,65
1.31552,103.89822,1,160,14,5,0.41,157,365,179
1.26732,103.82352,1,250,3,1,0.09,2,1,339
1.2693,103.82509,2,106,2,24,2.06,2,52,12
1.30165,103.79959,1,318,28,0,0.0,78,364,1887
1.30457,103.84899,1,140,2,1,0.1,27,354,303
1.31019,103.87801,1,228,3,0,0.0,203,337,1887
1.3102,103.8776,1,217,2,0,0.0,203,290,1887
1.33867,103.84821,2,81,2,25,2.12,1,72,5
1.31554,103.85771,1,131,3,0,0.0,203,334,1887
1.28268,103.84582,1,300,5,3,0.26,1,0,276
1.30972,103.86207,2,76,18,1,0.1,48,336,286
1.31614,103.89056,1,300,7,0,0.0,45,299,1887
1.31171,103.86257,2,43,18,1,0.12,48,362,239
1.31547,103.89666,1,96,15,2,0.17,157,365,292
1.28175,103.85356,1,117,50,0,0.0,41,365,1887
1.29431,103.82853,1,158,30,2,0.2,141,365,261
1.32655,103.84694,1,131,25,1,1.0,141,365,29
1.31063,103.86052,1,168,20,1,0.15,141,365,199
1.3138,103.85412,1,200,10,5,0.46,141,365,42
1.31221,103.86052,1,187,10,1,0.16,203,365,191
1.29716,103.85477,1,219,7,0,0.0,78,364,1887
1.29291,103.8314,1,250,5,1,0.08,1,177,353
1.31122,103.87647,1,287,2,2,0.17,203,317,156
1.31016,103.87811,1,287,7,2,0.17,203,299,350
1.31206,103.8859,1,168,10,1,0.13,141,365,221
1.30534,103.84928,2,56,2,1,0.09,3,0,345
1.32801,103.86398,1,258,2,4,0.36,203,264,170
1.32456,103.84874,1,299,2,42,3.5,4,323,18
1.313,103.85414,2,225,1,0,0.0,3,341,1887
1.32027,103.88166,1,175,30,0,0.0,78,364,1887
1.33027,103.84444,2,50,1,6,0.5,2,0,338
1.32402,103.84862,1,139,3,4,0.38,203,345,23
1.31068,103.88576,1,158,10,2,0.29,203,335,90
1.29318,103.84268,1,150,5,1,0.27,203,356,109
1.30144,103.79972,1,256,28,0,0.0,78,364,1887
1.30127,103.79762,1,150,30,0,0.0,76,333,1887
1.31408,103.85563,1,128,14,2,0.35,203,365,38
1.31241,103.86124,1,300,1,3,0.85,64,0,49
1.31221,103.86179,1,200,1,12,1.03,64,365,82
1.31694,103.85429,1,381,1,1,0.09,64,364,344
1.31421,103.86079,1,131,90,0,0.0,1,365,1887
1.31021,103.90305,2,69,7,1,0.39,2,0,74
1.32227,103.85088,1,131,20,1,0.16,141,338,186
1.31259,103.88006,1,149,2,56,4.79,1,47,2
1.31327,103.88126,1,178,2,31,2.74,3,151,16
1.30884,103.86149,3,51,1,0,0.0,5,349,1887
1.31232,103.88506,1,150,28,0,0.0,114,325,1887
1.31458,103.85477,1,139,1,0,0.0,79,332,1887
1.31539,103.8533,1,139,3,0,0.0,79,325,1887
1.30591,103.84653,1,139,3,0,0.0,79,243,1887
1.30977,103.85368,1,169,3,22,1.91,10,0,88
1.32385,103.85225,1,139,3,1,0.16,79,332,184
1.31859,103.86091,1,139,3,0,0.0,79,335,1887
1.31144,103.87815,1,151,3,1,0.25,114,326,117
1.31136,103.87861,1,137,3,8,0.74,141,326,6
1.30263,103.84798,1,139,3,0,0.0,79,174,1887
1.3238,103.85216,1,139,3,0,0.0,79,322,1887
1.32333,103.85228,1,139,3,0,0.0,79,318,1887
1.30462,103.8517,1,139,3,2,0.21,79,121,196
1.31027,103.87762,1,228,3,0,0.0,79,318,1887
1.30993,103.8762,1,228,3,0,0.0,79,290,1887
1.30971,103.87684,1,228,3,0,0.0,79,319,1887
1.3119,103.87672,1,321,7,0,0.0,79,305,1887
1.31008,103.87815,1,321,7,0,0.0,79,333,1887
1.31371,103.84787,2,50,1,46,3.88,2,104,6
1.29461,103.84166,1,131,10,1,0.38,141,327,77
1.3109,103.86128,2,40,18,1,0.09,112,362,338
1.30906,103.86249,2,40,18,0,0.0,83,362,1887
1.31097,103.88005,1,199,2,4,0.36,203,326,112
1.35384,103.8322,2,69,1,0,0.0,9,365,1887
1.3524,103.83359,2,44,1,0,0.0,9,361,1887
1.35266,103.8336,2,81,1,1,0.09,9,362,328
1.27571,103.84541,2,85,14,4,0.34,2,82,15
1.28267,103.84508,3,37,1,39,3.46,3,304,15
1.30886,103.85305,2,56,1,25,2.13,1,9,3
1.28381,103.84468,3,37,1,23,1.99,3,316,32
1.27557,103.84749,2,78,14,5,0.44,2,28,79
1.3111,103.89971,1,129,1,10,0.94,2,45,12
1.30046,103.84927,1,144,96,0,0.0,1,179,1887
1.31303,103.88263,1,231,3,2,0.17,2,0,308
1.31764,103.8985,1,65,90,0,0.0,1,143,1887
1.30611,103.90418,1,69,2,54,4.68,2,123,3
1.31141,103.87792,1,318,3,3,0.28,114,362,299
1.31175,103.87829,1,237,7,0,0.0,45,322,1887
1.31189,103.87742,1,237,7,0,0.0,45,305,1887
1.31454,103.88911,1,237,7,0,0.0,45,333,1887
1.30979,103.87791,1,237,2,0,0.0,45,319,1887
1.30608,103.89668,2,49,1,37,3.18,8,42,21
1.28131,103.85327,2,86,55,0,0.0,41,362,1887
1.29802,103.84081,1,268,14,4,0.57,203,253,73
1.32075,103.86555,2,58,7,10,0.86,2,0,89
1.30239,103.84935,1,144,4,14,1.2,10,256,20
1.30075,103.85053,2,99,1,49,4.18,2,71,10
1.31171,103.88037,1,158,1,6,1.96,3,148,29
1.30962,103.86349,2,40,18,2,0.19,112,362,192
1.30557,103.83289,1,331,1,59,5.27,2,325,15
1.28334,103.83391,2,233,1,1,0.41,1,353,72
1.29774,103.85643,2,365,1,4,0.39,9,138,222
1.31386,103.85366,2,58,2,17,1.75,13,147,18
1.31322,103.88116,1,187,2,24,2.07,3,54,11
1.28084,103.7871,2,79,1,5,0.42,18,356,43
1.27494,103.84422,1,189,30,1,0.11,274,302,261
1.27607,103.84527,1,162,30,0,0.0,274,179,1887
1.31495,103.87984,1,149,2,27,2.35,16,120,31
1.28641,103.84903,2,225,1,0,0.0,8,114,1887
1.2814,103.83933,1,258,2,67,5.79,1,159,3
1.32644,103.8489,1,258,2,28,2.41,3,162,35
1.28884,103.84901,1,200,3,51,4.69,1,96,3
1.3045,103.83921,2,137,2,20,2.96,1,173,8
1.30303,103.79872,1,185,5,0,0.0,7,0,1887
1.28255,103.8321,1,118,2,12,1.08,26,349,174
1.36357,103.8321,2,37,5,20,1.89,1,101,49
1.29448,103.83753,1,249,1,27,2.47,4,23,64
1.31384,103.8941,1,50,3,22,2.04,1,3,11
1.31152,103.87645,1,237,2,0,0.0,45,319,1887
1.31012,103.87608,1,237,2,0,0.0,45,290,1887
1.29516,103.83746,2,150,1,0,0.0,1,179,1887
1.31163,103.85683,1,250,2,9,0.85,38,60,17
1.28222,103.83192,1,122,2,8,0.69,26,326,172
1.3091,103.86217,2,44,18,1,0.12,112,359,250
1.31466,103.88967,1,287,3,1,0.09,203,333,323
1.31435,103.8476,1,160,3,1,0.11,67,365,263
1.31137,103.87815,1,131,12,0,0.0,67,365,1887
1.2867,103.84917,2,300,1,0,0.0,8,223,1887
1.31416,103.8854,1,203,1,53,5.26,1,34,6
1.26478,103.81762,1,300,1,4,0.39,12,80,155
1.29982,103.85171,3,28,2,7,0.73,14,266,15
1.28713,103.77931,2,100,1,7,0.62,1,316,112
1.29688,103.85562,1,143,12,51,4.49,6,30,20
1.30261,103.849,1,200,1,1,0.12,2,0,247
1.31792,103.84233,1,239,1,14,1.23,22,119,112
1.30966,103.86143,2,42,18,1,0.14,83,362,219
1.29387,103.82844,1,139,5,2,0.21,5,180,227
1.29461,103.80552,1,185,5,2,0.19,7,0,162
1.30023,103.85002,2,104,1,3,0.28,4,0,314
